version,iter,trend_y_true,trend_y_truesecond,trend_y_hat,trend_yera_hat
UKESM1-0-LL,40,3.9494934,3.9004822,1.9398499,1.9240112
UKESM1-0-LL,41,2.88562,2.817566,1.5543213,1.4869995
UKESM1-0-LL,42,6.8577576,6.8470764,5.010498,4.857849
UKESM1-0-LL,43,2.8953552,2.852417,1.4391785,1.423645
UKESM1-0-LL,44,5.6954956,5.870453,3.9915771,3.7763062
UKESM1-0-LL,45,5.8611145,5.881256,4.1592712,4.0790405
UKESM1-0-LL,46,2.3460693,2.2764282,1.1822815,1.0433044
UKESM1-0-LL,47,3.1254883,2.9499817,1.613617,1.6255493
UKESM1-0-LL,48,5.600647,5.6303406,3.8960266,3.8825378
UKESM1-0-LL,49,6.841858,6.8577576,5.047394,4.901367
UKESM1-0-LL,50,2.9655457,2.9429016,1.6540833,1.6827087
