driving_model,scenario,is_test,file_glob,source,members_used
CanESM5,abrupt-2xCO2,False,data_DAT_CanESM5_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-1,abrupt-2xCO2,False,data_DAT_CanESM5-1_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CanESM5-CanOE,abrupt-2xCO2,False,data_DAT_CanESM5-CanOE_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2,abrupt-2xCO2,False,data_DAT_CESM2_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
CESM2-WACCM,abrupt-2xCO2,False,data_DAT_CESM2-WACCM_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3,abrupt-2xCO2,False,data_DAT_EC-Earth3_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-CC,abrupt-2xCO2,False,data_DAT_EC-Earth3-CC_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg,abrupt-2xCO2,False,data_DAT_EC-Earth3-Veg_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
EC-Earth3-Veg-LR,abrupt-2xCO2,False,data_DAT_EC-Earth3-Veg-LR_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
FGOALS-g3,abrupt-2xCO2,False,data_DAT_FGOALS-g3_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-CM4,abrupt-2xCO2,False,data_DAT_GFDL-CM4_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GFDL-ESM4,abrupt-2xCO2,False,data_DAT_GFDL-ESM4_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-G,abrupt-2xCO2,False,data_DAT_GISS-E2-1-G_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-1-H,abrupt-2xCO2,False,data_DAT_GISS-E2-1-H_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
GISS-E2-2-G,abrupt-2xCO2,False,data_DAT_GISS-E2-2-G_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-LL,abrupt-2xCO2,False,data_DAT_HadGEM3-GC31-LL_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
HadGEM3-GC31-MM,abrupt-2xCO2,False,data_DAT_HadGEM3-GC31-MM_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM4-8,abrupt-2xCO2,False,data_DAT_INM-CM4-8_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
INM-CM5-0,abrupt-2xCO2,False,data_DAT_INM-CM5-0_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
IPSL-CM6A-LR,abrupt-2xCO2,False,data_DAT_IPSL-CM6A-LR_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC-ES2L,abrupt-2xCO2,False,data_DAT_MIROC-ES2L_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
MIROC6,abrupt-2xCO2,False,data_DAT_MIROC6_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
UKESM1-0-LL,abrupt-2xCO2,False,data_DAT_UKESM1-0-LL_abrupt-2xCO2_*.h5,"CMIP6 ESGF (driving ESM) regridded 1deg->HEALPix nside64, affine-normalized",<=1 (--max-files 1)
